Inpatient Facility Charge Table,,,,,,,,
,,,,,,,,
Item Code,Code Type,Description,Charge Type Indicator,Standard Room and Board Per Diem,Standard Ancillary Charge Per Diem,ICU Room and Board Per Diem,ICU Ancillary Charge Per Diem,Start Date
413,DRG,OTHER MYELOPROLIF DIS OR POORLY DIFF NEOPL DIAG W CC,N,"$1,390.05","$3,283.00","$2,595.57","$3,283.00",20061001
414,DRG,OTHER MYELOPROLIF DIS OR POORLY DIFF NEOPL DIAG W/O CC,N,"$1,299.14","$2,668.90","$2,151.36","$2,668.90",20061001
417,DRG,SEPTICEMIA AGE 0-17,N,"$2,201.16","$8,526.53","$12,321.20","$8,526.53",20061001
418,DRG,POSTOPERATIVE & POST-TRAUMATIC INFECTIONS,N,"$1,440.92","$2,891.25","$2,725.89","$2,891.25",20061001
419,DRG,FEVER OF UNKNOWN ORIGIN AGE >17 W CC,N,"$1,478.59","$3,472.95","$2,571.37","$3,472.95",20061001
420,DRG,FEVER OF UNKNOWN ORIGIN AGE >17 W/O CC,N,"$1,505.02","$3,195.79","$2,306.13","$3,195.79",20061001
421,DRG,VIRAL ILLNESS AGE >17,N,"$1,409.40","$3,306.52","$2,603.57","$3,306.52",20061001
422,DRG,VIRAL ILLNESS & FEVER OF UNKNOWN ORIGIN AGE 0-17,N,"$1,282.62","$3,770.76","$3,531.83","$3,770.76",20061001
423,DRG,OTHER INFECTIOUS & PARASITIC DISEASES DIAGNOSES,N,"$1,525.60","$4,294.04","$3,114.50","$4,294.04",20061001
424,DRG,O.R. PROCEDURE W PRINCIPAL DIAGNOSES OF MENTAL ILLNESS,S,"$1,464.45","$3,020.21","$2,398.33","$3,020.21",20061001
425,DRG,ACUTE ADJUSTMENT REACTION & PSYCHOSOCIAL DYSFUNCTION,N,"$1,210.17","$2,781.63","$2,172.88","$2,781.63",20061001
426,DRG,DEPRESSIVE NEUROSES,N,"$1,402.62","$1,352.82","$2,060.37","$1,352.82",20061001
427,DRG,NEUROSES EXCEPT DEPRESSIVE,N,"$1,544.23","$1,331.99","$1,768.63","$1,331.99",20061001
428,DRG,DISORDERS OF PERSONALITY & IMPULSE CONTROL,N,"$1,347.66",$931.94,"$1,730.00",$931.94,20061001
429,DRG,ORGANIC DISTURBANCES & MENTAL RETARDATION,N,"$1,451.92","$1,890.66","$2,320.30","$1,890.66",20061001
430,DRG,PSYCHOSES,N,"$1,480.37",$725.14,"$2,045.20",$725.14,20061001
431,DRG,CHILDHOOD MENTAL DISORDERS,N,"$1,350.93",$812.85,"$1,630.57",$812.85,20061001
432,DRG,OTHER MENTAL DISORDER DIAGNOSES,N,"$1,504.06","$2,233.81","$2,157.83","$2,233.81",20061001
433,DRG,"ALCOHOL/DRUG ABUSE OR DEPENDENCE, LEFT AMA",N,"$1,642.32","$1,463.92","$3,557.65","$1,463.92",20061001
439,DRG,SKIN GRAFTS FOR INJURIES,S,"$1,490.60","$4,476.61","$3,621.60","$4,476.61",20061001
440,DRG,WOUND DEBRIDEMENTS FOR INJURIES,S,"$1,344.65","$3,564.11","$2,902.97","$3,564.11",20061001
441,DRG,HAND PROCEDURES FOR INJURIES,S,"$1,263.01","$5,478.24","$3,103.97","$5,478.24",20061001
442,DRG,OTHER O.R. PROCEDURES FOR INJURIES W CC,S,"$1,415.03","$5,415.37","$2,905.19","$5,415.37",20061001
443,DRG,OTHER O.R. PROCEDURES FOR INJURIES W/O CC,S,"$1,370.99","$6,206.58","$2,621.94","$6,206.58",20061001
444,DRG,TRAUMATIC INJURY AGE >17 W CC,N,"$1,331.46","$2,985.05","$2,778.13","$2,985.05",20061001
445,DRG,TRAUMATIC INJURY AGE >17 W/O CC,N,"$1,463.45","$2,838.76","$2,832.30","$2,838.76",20061001
446,DRG,TRAUMATIC INJURY AGE 0-17,N,"$1,230.84","$2,024.92","$2,610.15","$2,024.92",20061001
447,DRG,ALLERGIC REACTIONS AGE >17,N,"$1,423.47","$3,572.10","$2,830.43","$3,572.10",20061001
448,DRG,ALLERGIC REACTIONS AGE 0-17,N,"$1,335.67","$2,649.24","$2,629.83","$2,649.24",20061001
449,DRG,POISONING & TOXIC EFFECTS OF DRUGS AGE >17 W CC,N,"$1,462.47","$4,115.79","$2,863.33","$4,115.79",20061001
450,DRG,POISONING & TOXIC EFFECTS OF DRUGS AGE >17 W/O CC,N,"$1,463.80","$3,792.52","$2,660.37","$3,792.52",20061001
451,DRG,POISONING & TOXIC EFFECTS OF DRUGS AGE 0-17,N,$928.16,"$1,997.40","$1,768.58","$1,997.40",20061001
452,DRG,COMPLICATIONS OF TREATMENT W CC,N,"$1,478.50","$3,679.09","$2,903.60","$3,679.09",20061001
453,DRG,COMPLICATIONS OF TREATMENT W/O CC,N,"$1,438.15","$3,294.86","$2,558.21","$3,294.86",20061001
454,DRG,"OTHER INJURY, POISONING & TOXIC EFFECT DIAG W CC",N,"$1,511.59","$3,431.34","$2,934.35","$3,431.34",20061001
455,DRG,"OTHER INJURY, POISONING & TOXIC EFFECT DIAG W/O CC",N,"$1,501.31","$3,797.46","$3,323.00","$3,797.46",20061001
461,DRG,O.R. PROC W DIAGNOSES OF OTHER CONTACT W HEALTH SERVICES,S,"$1,423.44","$3,908.97","$3,307.94","$3,908.97",20061001
462,DRG,REHABILITATION,N,"$1,313.25","$1,396.01","$2,030.02","$1,396.01",20061001
463,DRG,SIGNS & SYMPTOMS W CC,N,"$1,256.92","$2,644.23","$2,309.13","$2,644.23",20061001
464,DRG,SIGNS & SYMPTOMS W/O CC,N,"$1,311.27","$2,663.97","$2,406.02","$2,663.97",20061001
465,DRG,AFTERCARE W HISTORY OF MALIGNANCY AS SECONDARY DIAGNOSIS,N,"$1,191.01","$1,945.56","$2,003.85","$1,945.56",20061001
466,DRG,AFTERCARE W/O HISTORY OF MALIGNANCY AS SECONDARY DIAGNOSIS,N,"$1,162.54","$1,680.02","$2,089.56","$1,680.02",20061001
467,DRG,OTHER FACTORS INFLUENCING HEALTH STATUS,N,"$1,618.48","$3,238.34","$3,379.49","$3,238.34",20061001
468,DRG,EXTENSIVE O.R. PROCEDURE UNRELATED TO PRINCIPAL DIAGNOSIS,S,"$1,476.30","$5,633.89","$2,790.72","$5,633.89",20061001
471,DRG,BILATERAL OR MULTIPLE MAJOR JOINT PROCS OF LOWER EXTREMITY,S,"$1,577.70","$15,079.20","$3,000.10","$15,079.20",20061001
473,DRG,ACUTE LEUKEMIA W/O MAJOR O.R. PROCEDURE AGE >17,N,"$1,595.48","$4,944.18","$2,902.66","$4,944.18",20061001
476,DRG,PROSTATIC O.R. PROCEDURE UNRELATED TO PRINCIPAL DIAGNOSIS,S,"$1,412.78","$3,216.63","$2,376.49","$3,216.63",20061001
477,DRG,NON-EXTENSIVE O.R. PROCEDURE UNRELATED TO PRINCIPAL DIAGNOSIS,S,"$1,405.39","$4,094.19","$2,588.97","$4,094.19",20061001
479,DRG,OTHER VASCULAR PROCEDURES W/O CC,S,"$1,449.62","$12,454.97","$2,577.03","$12,454.97",20061001
480,DRG,LIVER TRANSPLANT AND/OR INTESTINAL TRANSPLANT,S,"$2,120.06","$17,189.18","$4,123.25","$17,189.18",20061001
481,DRG,BONE MARROW TRANSPLANT,S,"$3,312.27","$7,420.83","$4,324.41","$7,420.83",20061001
482,DRG,"TRACHEOSTOMY FOR FACE,MOUTH & NECK DIAGNOSES",S,"$1,612.90","$5,505.60","$3,174.04","$5,505.60",20061001
484,DRG,CRANIOTOMY FOR MULTIPLE SIGNIFICANT TRAUMA,S,"$1,333.68","$7,009.89","$2,955.97","$7,009.89",20061001
485,DRG,"LIMB REATTACHMENT, HIP AND FEMUR PROC FOR MULTIPLE SIGNIFICANT TRAUMA",S,"$1,294.01","$6,624.45","$3,057.41","$6,624.45",20061001
486,DRG,OTHER O.R. PROCEDURES FOR MULTIPLE SIGNIFICANT TRAUMA,S,"$1,325.09","$8,315.13","$3,199.56","$8,315.13",20061001
487,DRG,OTHER MULTIPLE SIGNIFICANT TRAUMA,N,"$1,404.35","$5,054.19","$3,183.19","$5,054.19",20061001
488,DRG,HIV W EXTENSIVE O.R. PROCEDURE,S,"$2,350.03","$6,886.14","$4,261.93","$6,886.14",20061001
489,DRG,HIV W MAJOR RELATED CONDITION,N,"$2,251.22","$5,283.34","$4,049.36","$5,283.34",20061001
490,DRG,HIV W OR W/O OTHER RELATED CONDITION,N,"$2,163.06","$3,867.22","$2,948.86","$3,867.22",20061001
491,DRG,MAJOR JOINT & LIMB REATTACHMENT PROCEDURES OF UPPER EXTREMITY,S,"$1,295.32","$12,852.09","$2,554.17","$12,852.09",20061001
492,DRG,CHEMOTHERAPY W ACUTE LEUKEMIA OR W USE OF HI DOSE CHEMOAGENT,N,"$2,053.68","$6,320.45","$3,412.15","$6,320.45",20061001
493,DRG,LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W CC,S,"$1,241.54","$5,740.47","$2,342.59","$5,740.47",20061001
494,DRG,LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W/O CC,S,"$1,372.05","$8,589.61","$2,262.01","$8,589.61",20061001
495,DRG,LUNG TRANSPLANT,S,"$2,743.04","$24,392.60","$6,138.99","$24,392.60",20061001
496,DRG,COMBINED ANTERIOR/POSTERIOR SPINAL FUSION,S,"$1,937.94","$19,010.47","$4,385.07","$19,010.47",20061001
497,DRG,SPINAL FUSION EXCEPT CERVICAL W CC,S,"$1,309.56","$14,536.13","$2,939.49","$14,536.13",20061001
498,DRG,SPINAL FUSION EXCEPT CERVICAL W/O CC,S,"$1,274.47","$18,407.22","$2,643.44","$18,407.22",20061001
499,DRG,BACK & NECK PROCEDURES EXCEPT SPINAL FUSION W CC,S,"$1,419.16","$6,971.31","$2,995.46","$6,971.31",20061001
500,DRG,BACK & NECK PROCEDURES EXCEPT SPINAL FUSION W/O CC,S,"$1,341.39","$9,374.03","$2,778.97","$9,374.03",20061001
501,DRG,KNEE PROCEDURES W PDX OF INFECTION W CC,S,"$1,327.75","$4,242.64","$2,268.15","$4,242.64",20061001
502,DRG,KNEE PROCEDURES W PDX OF INFECTION W/O CC,S,"$1,231.90","$4,125.85","$1,988.40","$4,125.85",20061001
503,DRG,KNEE PROCEDURES W/O PDX OF INFECTION,S,"$1,332.82","$6,416.41","$2,856.90","$6,416.41",20061001
504,DRG,EXTEN. BURNS OR FULL THICKNESS BURN W/MV 96+HRS W/SKIN GFT,S,"$1,715.20","$7,757.83","$3,991.96","$7,757.83",20061001
505,DRG,EXTEN. BURNS OR FULL THICKNESS BURN W/MV 96+HRS W/O SKIN GFT,N,"$1,254.85","$7,323.43","$4,518.61","$7,323.43",20061001
506,DRG,FULL THICKNESS BURN W SKIN GRAFT OR INHAL INJ W CC OR SIG TRAUMA,S,"$1,577.15","$4,350.16","$4,244.37","$4,350.16",20061001
507,DRG,FULL THICKNESS BURN W SKIN GRFT OR INHAL INJ W/O CC OR SIG TRAUMA,S,"$1,279.85","$3,849.14","$4,025.70","$3,849.14",20061001
508,DRG,FULL THICKNESS BURN W/O SKIN GRFT OR INHAL INJ W CC OR SIG TRAUMA,N,"$1,377.81","$2,868.53","$4,799.49","$2,868.53",20061001
509,DRG,FULL THICKNESS BURN W/O SKIN GRFT OR INH INJ W/O CC OR SIG TRAUMA,N,"$1,224.36","$2,426.01","$6,143.28","$2,426.01",20061001
510,DRG,NON-EXTENSIVE BURNS W CC OR SIGNIFICANT TRAUMA,N,"$1,466.64","$3,791.53","$5,678.13","$3,791.53",20061001
511,DRG,NON-EXTENSIVE BURNS W/O CC OR SIGNIFICANT TRAUMA,N,"$1,520.09","$3,055.67","$6,043.41","$3,055.67",20061001
512,DRG,SIMULTANEOUS PANCREAS/KIDNEY TRANSPLANT,S,"$2,247.57","$25,533.67","$5,722.87","$25,533.67",20061001
513,DRG,PANCREAS TRANSPLANT,S,"$2,316.95","$20,591.27","$4,669.55","$20,591.27",20061001
515,DRG,CARDIAC DEFIBRILLATOR IMPLANT W/O CARDIAC CATH,S,"$1,431.96","$21,483.14","$2,548.12","$21,483.14",20061001
518,DRG,PERC CARDIO PROC W/O CORONARY ARTERY STENT OR AMI,S,"$1,898.81","$12,837.27","$3,016.49","$12,837.27",20061001
519,DRG,CERVICAL SPINAL FUSION W CC,S,"$1,321.34","$11,477.48","$3,031.19","$11,477.48",20061001
520,DRG,CERVICAL SPINAL FUSION W/O CC,S,"$1,235.41","$20,370.47","$2,828.60","$20,370.47",20061001
521,DRG,ALCOHOL/DRUG ABUSE OR DEPENDENCE W CC,N,"$1,336.00","$1,821.63","$2,549.70","$1,821.63",20061001
522,DRG,ALC/DRUG ABUSE OR DEPEND W REHABILITATION THERAPY W/O CC,N,"$1,084.87",$252.51,"$3,035.55",$252.51,20061001
523,DRG,ALC/DRUG ABUSE OR DEPEND W/O REHABILITATION THERAPY W/O CC,N,"$1,561.18","$1,136.21","$2,526.17","$1,136.21",20061001
524,DRG,TRANSIENT ISCHEMIA,N,"$1,387.42","$4,040.92","$2,436.60","$4,040.92",20061001
525,DRG,OTHER HEART ASSIST SYSTEM IMPLANT,S,"$1,852.43","$20,292.67","$4,070.32","$20,292.67",20061001
528,DRG,INTRACRANIAL VASCULAR PROC W PDX HEMORRHAGE,S,"$2,018.67","$9,899.04","$4,234.55","$9,899.04",20061001
529,DRG,VENTRICULAR SHUNT PROCEDURES W CC,S,"$1,561.10","$6,054.94","$3,203.65","$6,054.94",20061001
530,DRG,VENTRICULAR SHUNT PROCEDURES W/O CC,S,"$1,497.45","$9,639.91","$3,104.56","$9,639.91",20061001
531,DRG,SPINAL PROCEDURES W CC,S,"$1,456.86","$6,897.79","$3,091.34","$6,897.79",20061001
532,DRG,SPINAL PROCEDURES W/O CC,S,"$1,611.60","$9,160.57","$3,382.97","$9,160.57",20061001
533,DRG,EXTRACRANIAL PROCEDURES W CC,S,"$1,376.79","$8,439.83","$2,608.70","$8,439.83",20061001
534,DRG,EXTRACRANIAL PROCEDURES W/O CC,S,"$1,395.30","$13,083.51","$2,802.18","$13,083.51",20061001
535,DRG,CARDIAC DEFIB IMPLANT W CARDIAC CATH W AMI/HF/SHOCK,S,"$2,100.29","$20,422.56","$3,256.92","$20,422.56",20061001
536,DRG,CARDIAC DEFIB IMPLANT W CARDIAC CATH W/O AMI/HF/SHOCK,S,"$1,904.79","$22,395.10","$2,940.22","$22,395.10",20061001
537,DRG,LOCAL EXCIS & REMOV OF INT FIX DEV EXCEPT HIP & FEMUR W CC,S,"$1,424.44","$5,410.91","$2,897.72","$5,410.91",20061001
538,DRG,LOCAL EXCIS & REMOV OF INT FIX DEV EXCEPT HIP & FEMUR W/O CC,S,"$1,402.12","$7,749.10","$2,572.16","$7,749.10",20061001
539,DRG,LYMPHOMA & LEUKEMIA W MAJOR OR PROCEDURE W CC,S,"$1,548.02","$6,121.92","$2,929.04","$6,121.92",20061001
540,DRG,LYMPHOMA & LEUKEMIA W MAJOR OR PROCEDURE W/O CC,S,"$1,676.76","$8,445.19","$3,231.66","$8,445.19",20061001
541,DRG,"ECMO OR TRACH W MV 96+HRS OR PDX EXC FACE, MOUTH & NECK W MAJ O.R.",S,"$2,015.36","$8,134.50","$3,696.04","$8,134.50",20061001
542,DRG,"TRACH W MV 96+HRS OR PDX EXC FACE, MOUTH & NECK W/O MAJ O.R.",S,"$2,189.10","$6,523.18","$3,780.34","$6,523.18",20061001
543,DRG,CRANIOTOMY W MOJOR DEVICE IMPLANT OR ACUTE COMPLEX CNS PRINCIPAL DIAGNOSIS,S,"$1,528.80","$7,357.18","$3,482.71","$7,357.18",20061001
544,DRG,MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY,S,"$1,571.83","$5,245.09","$3,216.54","$5,245.09",20061001
545,DRG,REVISION OF HIP OR KNEE REPLACEMENT,S,"$1,632.56","$6,907.00","$3,222.30","$6,907.00",20061001
546,DRG,SPINAL FUSION EXC CERV WITH CURVATURE OF THE SPINE OR MALIG,S,"$1,912.75","$12,812.98","$3,600.79","$12,812.98",20061001
547,DRG,CORONARY BYPASS W CARDIAC CATH W MAJOR CV DX,S,"$2,151.64","$21,673.40","$4,332.82","$21,673.40",20061001
548,DRG,CORONARY BYPASS W CARDIAC CATH W/O MAJOR CV DX,S,"$2,082.57","$6,885.81","$4,281.33","$6,885.81",20061001
549,DRG,CORONARY BYPASS W/O CARDIAC CATH W MAJOR CV DX,S,"$1,912.75","$12,812.98","$3,600.79","$12,812.98",20061001
550,DRG,CORONARY BYPASS W/O CARDIAC CATH W/O MAJOR CV DX,S,"$1,636.21","$6,404.16","$3,256.95","$6,404.16",20061001
551,DRG,PERMANENT CARDIAC PACEMAKER IMPL W MAJ CV DX OR AICD LEAD OR GNRTR,S,"$1,619.99","$7,331.82","$3,283.71","$7,331.82",20061001
552,DRG,OTHER PERMANENT CARDIAC PACEMAKER IMPLANT W/O MAJOR CV DX,S,"$1,613.63","$5,354.12","$3,245.61","$5,354.12",20061001
553,DRG,OTHER VASCULAR PROCEDURES W CC W MAJOR CV DX,S,"$1,621.74","$7,449.64","$3,285.09","$7,449.64",20061001
554,DRG,OTHER VASCULAR PROCEDURES W CC W/O MAJOR CV DX,S,"$1,620.57","$5,423.98","$3,276.82","$5,423.98",20061001
555,DRG,PERCUTANEOUS CARDIOVASCULAR PROC W MAJOR CV DX,S,"$1,636.84","$7,006.24","$3,229.73","$7,006.24",20061001
556,DRG,PERCUTANEOUS CARDIOVASC PROC W NON-DRUG-ELUTING STENT W/O MAJ CV DX,S,"$1,612.59","$5,448.24","$3,331.92","$5,448.24",20061001
557,DRG,PERCUTANEOUS CARDIOVASCULAR PROC W DRUG-ELUTING STENT W MAJOR CV DX,S,"$1,579.41","$5,698.64","$3,115.30","$5,698.64",20061001
558,DRG,PERCUTANEOUS CARDIOVASCULAR PROC W DRUG-ELUTING STENT W/O MAJ CV DX,S,"$1,653.94","$6,655.39","$3,316.51","$6,655.39",20061001
559,DRG,ACUTE ISCHEMIC STROKE WITH USE OF THROMBOLYTIC AGENT,N,"$1,524.31","$5,636.66","$4,212.88","$5,636.66",20061001
560,DRG,BACTERIAL & TUBERCULOUS INFECTIONS OF NERVOUS SYSTEM,N,"$1,606.68","$3,147.11","$2,877.78","$3,147.11",20061001
561,DRG,NON-BACTERIAL INFECTIONS OF NERVOUS SYSTEM EXCEPT VIRAL MENINGITIS,N,"$1,304.48","$3,581.71","$2,770.47","$3,581.71",20061001
562,DRG,SEIZURE AGE > 17 W CC,N,"$1,372.36","$3,229.79","$2,647.12","$3,229.79",20061001
563,DRG,SEIZURE AGE > 17 W/O CC,N,"$1,402.41","$2,748.89","$2,856.34","$2,748.89",20061001
564,DRG,HEADACHES AGE >17,N,"$1,374.30","$2,772.27","$2,712.99","$2,772.27",20061001
565,DRG,RESPIRATORY SYSTEM DIAGNOSIS WITH VENTILATOR SUPPORT 96+ HOURS,N,"$1,923.05","$3,514.73","$3,533.84","$3,514.73",20061001
566,DRG,RESPIRATORY SYSTEM DIAGNOSIS WITH VENTILATOR SUPPORT < 96 HOURS,N,"$1,369.34","$4,711.85","$3,761.09","$4,711.85",20061001
567,DRG,"STOMACH, ESOPHAGEAL & DUODENAL PROC AGE > 17 W CC W MAJOR GI DX",S,"$1,702.54","$11,458.88","$3,241.18","$11,458.88",20061001
568,DRG,"STOMACH, ESOPHAGEAL & DUODENAL PROCEDURES PROC AGE > 17 W CC W/O MAJOR GI DX",S,"$1,385.42","$4,903.46","$2,859.52","$4,903.46",20061001
569,DRG,MAJOR SMALL & LARGE BOWEL PROCEDURES W CC W MAJOR GI DX,S,"$1,857.88","$10,300.00","$3,887.54","$10,300.00",20061001
570,DRG,MAJOR SMALL & LARGE BOWEL PROCEDURES W CC W/O MAJOR GI DX,S,"$1,387.75","$5,758.14","$2,736.85","$5,758.14",20061001
571,DRG,MAJOR ESOPHAGEAL DISORDERS,N,"$1,374.88","$3,233.90","$2,642.68","$3,233.90",20061001
572,DRG,MAJOR GASTROINTESTINAL DISORDERS AND PERITONEAL INFECTIONS,N,"$1,430.76","$3,184.81","$2,948.25","$3,184.81",20061001
573,DRG,MAJOR BLADDER PROCEDURES,S,"$1,468.90","$6,861.41","$3,013.70","$6,861.41",20061001
574,DRG,MAJOR HEMATOLOGIC/IMMUNOLOGIC DIAG EXC SICKLE CELL CRISIS & COAGUL,N,"$1,362.98","$3,022.27","$2,769.95","$3,022.27",20061001
575,DRG,SEPTICEMIA W MV96+ HOURS  AGE  >17,N,"$1,923.05","$3,514.73","$3,533.84","$3,514.73",20061001
576,DRG,SEPTICEMIA W/O MV96+ HOURS AGE  >17,N,"$1,344.39","$3,502.77","$2,475.08","$3,502.77",20061001
577,DRG,CAROTID ARTERY STENT PROCEDURE,S,"$1,455.46","$6,451.41","$2,942.22","$6,451.41",20061001
578,DRG,INFECTIOUS & PARASITIC DISEASES W OR PROCEDURE,S,"$1,702.54","$11,458.88","$3,241.18","$11,458.88",20061001
579,DRG,POSTOPERATIVE OR POST-TRAUMATIC INFECTIONS W OR PROCEDURE,S,"$1,444.17","$6,532.37","$2,873.28","$6,532.37",20061001
999,SNF,SKILLED NURSING FACILITY PER DIEM,,$791.44,,,,20061001
