Inpatient Facility Charge Table,,,,,,,,
,,,,,,,,
Item Code,Code Type,Description,Charge Type Indicator,Standard Room and Board Per Diem,Standard Ancillary Charge Per Diem,ICU Room and Board Per Diem,ICU Ancillary Charge Per Diem,Start Date
367,DRG,"MALIGNANCY, FEMALE REPRODUCTIVE SYSTEM W/O CC",N,"$1,341.02 ","$2,069.35 ","$4,765.54 ","$2,069.35 ",20060825
368,DRG,"INFECTIONS, FEMALE REPRODUCTIVE SYSTEM",N,"$1,177.36 ","$2,366.54 ","$2,203.72 ","$2,366.54 ",20060825
369,DRG,MENSTRUAL & OTHER FEMALE REPRODUCTIVE SYSTEM DISORDERS,N,"$1,436.54 ","$2,691.73 ","$2,811.91 ","$2,691.73 ",20060825
370,DRG,CESAREAN SECTION W CC,S,"$1,228.17 ","$3,951.65 ","$3,013.70 ","$3,951.65 ",20060825
371,DRG,CESAREAN SECTION W/O CC,S,"$1,209.90 ","$2,935.70 ","$2,417.57 ","$2,935.70 ",20060825
372,DRG,VAGINAL DELIVERY W COMPLICATING DIAGNOSES,N,"$1,216.49 ","$2,528.75 ","$2,391.09 ","$2,528.75 ",20060825
373,DRG,VAGINAL DELIVERY W/O COMPLICATING DIAGNOSES,N,"$1,216.41 ","$2,735.19 ","$2,186.33 ","$2,735.19 ",20060825
374,DRG,VAGINAL DELIVERY W STERILIZATION &/OR D&C,S,"$1,244.56 ","$4,743.42 ","$1,841.63 ","$4,743.42 ",20060825
375,DRG,VAGINAL DELIVERY W O.R. PROC EXCEPT STERIL &/OR D&C,S,$567.29 ,"$2,734.86 ","$1,147.67 ","$2,734.86 ",20060825
376,DRG,POSTPARTUM & POST ABORTION DIAGNOSES W/O O.R. PROCEDURE,N,"$1,264.68 ","$1,597.60 ","$3,125.53 ","$1,597.60 ",20060825
377,DRG,POSTPARTUM & POST ABORTION DIAGNOSES W O.R. PROCEDURE,S,"$1,123.19 ","$3,824.87 ","$1,443.83 ","$3,824.87 ",20060825
378,DRG,ECTOPIC PREGNANCY,N,"$1,186.65 ","$7,150.85 ","$2,896.18 ","$7,150.85 ",20060825
379,DRG,THREATENED ABORTION,N,"$1,389.78 ","$1,987.30 ","$2,688.39 ","$1,987.30 ",20060825
380,DRG,ABORTION W/O D&C,N,"$1,127.18 ","$3,064.94 ","$2,381.87 ","$3,064.94 ",20060825
381,DRG,"ABORTION W D&C, ASPIRATION CURETTAGE OR HYSTEROTOMY",S,"$2,000.08 ","$5,215.31 ","$1,675.04 ","$5,215.31 ",20060825
382,DRG,FALSE LABOR,N,"$1,115.53 ","$1,705.14 ","$1,886.18 ","$1,705.14 ",20060825
383,DRG,OTHER ANTEPARTUM DIAGNOSES W MEDICAL COMPLICATIONS,N,"$1,372.26 ","$1,694.58 ","$2,186.89 ","$1,694.58 ",20060825
384,DRG,OTHER ANTEPARTUM DIAGNOSES W/O MEDICAL COMPLICATIONS,N,"$1,312.70 ","$2,461.65 ","$1,619.83 ","$2,461.65 ",20060825
385,DRG,"NEONATES, DIED OR TRANSFERRED TO ANOTHER ACUTE CARE FACILITY",N,"$1,999.50 ","$3,654.47 ","$3,674.33 ","$3,654.47 ",20060825
386,DRG,"EXTREME IMMATURITY OR RESPIRATORY DISTRESS SYNDROME, NEONATE",N,"$1,787.22 ","$3,266.47 ","$3,284.23 ","$3,266.47 ",20060825
387,DRG,PREMATURITY W MAJOR PROBLEMS,N,"$1,588.29 ","$2,902.91 ","$2,918.69 ","$2,902.91 ",20060825
388,DRG,PREMATURITY W/O MAJOR PROBLEMS,N,"$1,012.52 ","$1,850.57 ","$1,860.62 ","$1,850.57 ",20060825
389,DRG,FULL TERM NEONATE W MAJOR PROBLEMS,N,"$1,467.20 ","$1,131.57 ","$3,230.18 ","$1,131.57 ",20060825
390,DRG,NEONATE W OTHER SIGNIFICANT PROBLEMS,N,$921.90 ,"$1,684.92 ","$1,694.09 ","$1,684.92 ",20060825
391,DRG,NORMAL NEWBORN,N,$342.97 ,$626.84 ,$630.25 ,$626.84 ,20060825
392,DRG,SPLENECTOMY AGE >17,S,"$1,171.20 ","$5,412.20 ","$2,615.97 ","$5,412.20 ",20060825
393,DRG,SPLENECTOMY AGE 0-17,S,"$1,068.56 ","$5,482.59 ","$2,306.83 ","$5,482.59 ",20060825
394,DRG,OTHER O.R. PROCEDURES OF THE BLOOD AND BLOOD FORMING ORGANS,S,"$1,555.78 ","$4,417.32 ","$2,873.29 ","$4,417.32 ",20060825
395,DRG,RED BLOOD CELL DISORDERS AGE >17,N,"$1,238.16 ","$2,735.18 ","$2,220.54 ","$2,735.18 ",20060825
396,DRG,RED BLOOD CELL DISORDERS AGE 0-17,N,"$2,208.52 ","$9,840.69 ","$6,460.79 ","$9,840.69 ",20060825
397,DRG,COAGULATION DISORDERS,N,"$1,263.92 ","$4,194.79 ","$2,353.17 ","$4,194.79 ",20060825
398,DRG,RETICULOENDOTHELIAL & IMMUNITY DISORDERS W CC,N,"$1,312.61 ","$3,381.04 ","$2,405.61 ","$3,381.04 ",20060825
399,DRG,RETICULOENDOTHELIAL & IMMUNITY DISORDERS W/O CC,N,"$1,336.94 ","$3,145.53 ","$2,363.83 ","$3,145.53 ",20060825
401,DRG,LYMPHOMA & NON-ACUTE LEUKEMIA W OTHER O.R. PROC W CC,S,"$1,424.00 ","$4,268.28 ","$2,645.49 ","$4,268.28 ",20060825
402,DRG,LYMPHOMA & NON-ACUTE LEUKEMIA W OTHER O.R. PROC W/O CC,S,"$1,372.97 ","$5,224.67 ","$2,965.99 ","$5,224.67 ",20060825
403,DRG,LYMPHOMA & NON-ACUTE LEUKEMIA W CC,N,"$1,361.99 ","$3,520.36 ","$2,493.25 ","$3,520.36 ",20060825
404,DRG,LYMPHOMA & NON-ACUTE LEUKEMIA W/O CC,N,"$1,649.15 ","$3,982.08 ","$2,934.79 ","$3,982.08 ",20060825
405,DRG,ACUTE LEUKEMIA W/O MAJOR O.R. PROCEDURE AGE 0-17,N,"$1,427.20 ","$4,666.34 ","$2,838.84 ","$4,666.34 ",20060825
406,DRG,MYELOPROLIF DISORD OR POORLY DIFF NEOPL W MAJ O.R.PROC W CC,S,"$1,470.04 ","$4,706.45 ","$2,949.60 ","$4,706.45 ",20060825
407,DRG,MYELOPROLIF DISORD OR POORLY DIFF NEOPL W MAJ O.R.PROC W/O CC,S,"$1,459.41 ","$5,923.85 ","$2,897.34 ","$5,923.85 ",20060825
408,DRG,MYELOPROLIF DISORD OR POORLY DIFF NEOPL W OTHER O.R.PROC,S,"$1,424.59 ","$4,811.47 ","$2,819.24 ","$4,811.47 ",20060825
409,DRG,RADIOTHERAPY,N,"$2,195.92 ","$3,846.94 ","$4,438.31 ","$3,846.94 ",20060825
410,DRG,CHEMOTHERAPY W/O ACUTE LEUKEMIA AS SECONDARY DIAGNOSIS,N,"$1,794.54 ","$5,942.33 ","$3,236.46 ","$5,942.33 ",20060825
411,DRG,HISTORY OF MALIGNANCY W/O ENDOSCOPY,N,"$1,220.72 ","$3,124.13 ","$1,220.72 ","$3,124.13 ",20060825
412,DRG,HISTORY OF MALIGNANCY W ENDOSCOPY,N,"$3,228.42 ","$8,323.84 ","$1,191.82 ","$8,323.84 ",20060825
413,DRG,OTHER MYELOPROLIF DIS OR POORLY DIFF NEOPL DIAG W CC,N,"$1,274.69 ","$2,653.68 ","$2,532.41 ","$2,653.68 ",20060825
414,DRG,OTHER MYELOPROLIF DIS OR POORLY DIFF NEOPL DIAG W/O CC,N,"$1,215.88 ","$2,398.13 ","$2,918.43 ","$2,398.13 ",20060825
415,DRG,O.R. PROCEDURE FOR INFECTIOUS & PARASITIC DISEASES,S,"$1,332.56 ","$3,717.51 ","$2,561.38 ","$3,717.51 ",20060825
416,DRG,SEPTICEMIA AGE >17,N,"$1,245.71 ","$2,790.37 ","$2,391.86 ","$2,790.37 ",20060825
417,DRG,SEPTICEMIA AGE 0-17,N,"$1,674.93 ","$6,493.04 ","$5,731.40 ","$6,493.04 ",20060825
418,DRG,POSTOPERATIVE & POST-TRAUMATIC INFECTIONS,N,"$1,259.31 ","$2,288.68 ","$2,334.44 ","$2,288.68 ",20060825
419,DRG,FEVER OF UNKNOWN ORIGIN AGE >17 W CC,N,"$1,321.53 ","$2,793.41 ","$2,274.27 ","$2,793.41 ",20060825
420,DRG,FEVER OF UNKNOWN ORIGIN AGE >17 W/O CC,N,"$1,354.51 ","$2,647.39 ","$2,363.06 ","$2,647.39 ",20060825
421,DRG,VIRAL ILLNESS AGE >17,N,"$1,181.23 ","$2,722.42 ","$2,159.18 ","$2,722.42 ",20060825
422,DRG,VIRAL ILLNESS & FEVER OF UNKNOWN ORIGIN AGE 0-17,N,"$1,536.83 ","$3,877.58 ","$2,837.80 ","$3,877.58 ",20060825
423,DRG,OTHER INFECTIOUS & PARASITIC DISEASES DIAGNOSES,N,"$1,209.08 ","$3,105.57 ","$2,444.68 ","$3,105.57 ",20060825
424,DRG,O.R. PROCEDURE W PRINCIPAL DIAGNOSES OF MENTAL ILLNESS,S,"$1,508.34 ","$1,635.67 ","$2,444.26 ","$1,635.67 ",20060825
425,DRG,ACUTE ADJUSTMENT REACTION & PSYCHOSOCIAL DYSFUNCTION,N,"$1,197.34 ","$1,521.09 ","$2,028.17 ","$1,521.09 ",20060825
426,DRG,DEPRESSIVE NEUROSES,N,"$1,297.97 ",$549.88 ,"$1,680.82 ",$549.88 ,20060825
427,DRG,NEUROSES EXCEPT DEPRESSIVE,N,"$1,229.26 ",$473.55 ,"$1,890.05 ",$473.55 ,20060825
428,DRG,DISORDERS OF PERSONALITY & IMPULSE CONTROL,N,"$1,106.85 ",$359.08 ,"$1,638.61 ",$359.08 ,20060825
429,DRG,ORGANIC DISTURBANCES & MENTAL RETARDATION,N,"$1,245.35 ",$678.52 ,"$1,919.63 ",$678.52 ,20060825
430,DRG,PSYCHOSES,N,"$1,187.84 ",$362.83 ,"$1,650.58 ",$362.83 ,20060825
431,DRG,CHILDHOOD MENTAL DISORDERS,N,$893.52 ,$236.11 ,"$1,661.39 ",$236.11 ,20060825
432,DRG,OTHER MENTAL DISORDER DIAGNOSES,N,"$1,019.65 ",$291.19 ,"$1,624.44 ",$291.19 ,20060825
433,DRG,"ALCOHOL/DRUG ABUSE OR DEPENDENCE, LEFT AMA",N,"$1,526.39 ",$892.84 ,"$2,869.59 ",$892.84 ,20060825
439,DRG,SKIN GRAFTS FOR INJURIES,S,"$1,302.52 ","$3,500.47 ","$2,998.99 ","$3,500.47 ",20060825
440,DRG,WOUND DEBRIDEMENTS FOR INJURIES,S,"$1,236.54 ","$3,162.77 ","$2,657.63 ","$3,162.77 ",20060825
441,DRG,HAND PROCEDURES FOR INJURIES,S,"$1,094.93 ","$4,853.93 ","$2,401.59 ","$4,853.93 ",20060825
442,DRG,OTHER O.R. PROCEDURES FOR INJURIES W CC,S,"$1,219.82 ","$4,522.22 ","$2,538.57 ","$4,522.22 ",20060825
443,DRG,OTHER O.R. PROCEDURES FOR INJURIES W/O CC,S,"$1,296.27 ","$5,680.26 ","$2,554.06 ","$5,680.26 ",20060825
444,DRG,TRAUMATIC INJURY AGE >17 W CC,N,"$1,225.29 ","$2,323.40 ","$2,709.96 ","$2,323.40 ",20060825
445,DRG,TRAUMATIC INJURY AGE >17 W/O CC,N,"$1,281.26 ","$2,058.86 ","$3,095.53 ","$2,058.86 ",20060825
446,DRG,TRAUMATIC INJURY AGE 0-17,N,"$1,143.91 ","$1,881.90 ","$2,425.79 ","$1,881.90 ",20060825
447,DRG,ALLERGIC REACTIONS AGE >17,N,"$1,284.44 ","$2,978.04 ","$2,564.76 ","$2,978.04 ",20060825
448,DRG,ALLERGIC REACTIONS AGE 0-17,N,"$1,241.33 ","$2,462.12 ","$2,444.08 ","$2,462.12 ",20060825
449,DRG,POISONING & TOXIC EFFECTS OF DRUGS AGE >17 W CC,N,"$1,313.64 ","$3,275.55 ","$2,503.46 ","$3,275.55 ",20060825
450,DRG,POISONING & TOXIC EFFECTS OF DRUGS AGE >17 W/O CC,N,"$1,281.21 ","$2,858.01 ","$2,306.29 ","$2,858.01 ",20060825
451,DRG,POISONING & TOXIC EFFECTS OF DRUGS AGE 0-17,N,$862.60 ,"$1,856.32 ","$1,643.66 ","$1,856.32 ",20060825
452,DRG,COMPLICATIONS OF TREATMENT W CC,N,"$1,278.45 ","$2,983.15 ","$2,517.40 ","$2,983.15 ",20060825
453,DRG,COMPLICATIONS OF TREATMENT W/O CC,N,"$1,252.70 ","$2,608.74 ","$2,491.54 ","$2,608.74 ",20060825
454,DRG,"OTHER INJURY, POISONING & TOXIC EFFECT DIAG W CC",N,"$1,240.12 ","$2,516.23 ","$2,447.60 ","$2,516.23 ",20060825
455,DRG,"OTHER INJURY, POISONING & TOXIC EFFECT DIAG W/O CC",N,"$1,381.54 ","$2,873.73 ","$2,488.02 ","$2,873.73 ",20060825
461,DRG,O.R. PROC W DIAGNOSES OF OTHER CONTACT W HEALTH SERVICES,S,"$1,389.94 ","$3,244.33 ","$3,209.79 ","$3,244.33 ",20060825
462,DRG,REHABILITATION,N,"$1,243.85 ","$1,479.71 ","$1,565.30 ","$1,479.71 ",20060825
463,DRG,SIGNS & SYMPTOMS W CC,N,"$1,098.92 ","$1,865.04 ","$2,289.46 ","$1,865.04 ",20060825
464,DRG,SIGNS & SYMPTOMS W/O CC,N,"$1,077.02 ","$1,647.70 ","$2,030.48 ","$1,647.70 ",20060825
465,DRG,AFTERCARE W HISTORY OF MALIGNANCY AS SECONDARY DIAGNOSIS,N,"$1,077.09 ","$1,437.19 ","$2,022.35 ","$1,437.19 ",20060825
466,DRG,AFTERCARE W/O HISTORY OF MALIGNANCY AS SECONDARY DIAGNOSIS,N,"$1,176.58 ","$1,440.03 ","$2,206.61 ","$1,440.03 ",20060825
467,DRG,OTHER FACTORS INFLUENCING HEALTH STATUS,N,$528.69 ,$446.24 ,"$1,652.95 ",$446.24 ,20060825
468,DRG,EXTENSIVE O.R. PROCEDURE UNRELATED TO PRINCIPAL DIAGNOSIS,S,"$1,287.22 ","$4,404.43 ","$2,412.84 ","$4,404.43 ",20060825
471,DRG,BILATERAL OR MULTIPLE MAJOR JOINT PROCS OF LOWER EXTREMITY,S,"$1,323.64 ","$11,686.79 ","$2,622.63 ","$11,686.79 ",20060825
473,DRG,ACUTE LEUKEMIA W/O MAJOR O.R. PROCEDURE AGE >17,N,"$1,579.37 ","$5,034.02 ","$2,956.99 ","$5,034.02 ",20060825
475,DRG,RESPIRATORY SYSTEM DIAGNOSIS WITH VENTILATOR SUPPORT,N,"$1,301.93 ","$4,413.07 ","$2,751.23 ","$4,413.07 ",20060825
476,DRG,PROSTATIC O.R. PROCEDURE UNRELATED TO PRINCIPAL DIAGNOSIS,S,"$1,355.99 ","$2,858.59 ","$2,360.10 ","$2,858.59 ",20060825
477,DRG,NON-EXTENSIVE O.R. PROCEDURE UNRELATED TO PRINCIPAL DIAGNOSIS,S,"$1,266.26 ","$3,256.14 ","$2,364.63 ","$3,256.14 ",20060825
479,DRG,OTHER VASCULAR PROCEDURES W/O CC,S,"$1,286.00 ","$8,531.40 ","$2,268.78 ","$8,531.40 ",20060825
480,DRG,LIVER TRANSPLANT AND/OR INTESTINAL TRANSPLANT,S,"$1,963.95 ","$17,642.10 ","$4,400.88 ","$17,642.10 ",20060825
481,DRG,BONE MARROW TRANSPLANT,S,"$2,493.35 ","$5,732.60 ","$3,104.26 ","$5,732.60 ",20060825
482,DRG,"TRACHEOSTOMY FOR FACE,MOUTH & NECK DIAGNOSES",S,"$1,394.44 ","$4,570.59 ","$2,809.75 ","$4,570.59 ",20060825
484,DRG,CRANIOTOMY FOR MULTIPLE SIGNIFICANT TRAUMA,S,"$1,383.36 ","$5,764.37 ","$2,796.47 ","$5,764.37 ",20060825
485,DRG,"LIMB REATTACHMENT, HIP AND FEMUR PROC FOR MULTIPLE SIGNIFICANT TRA",S,"$1,121.66 ","$4,955.24 ","$2,478.63 ","$4,955.24 ",20060825
486,DRG,OTHER O.R. PROCEDURES FOR MULTIPLE SIGNIFICANT TRAUMA,S,"$1,207.27 ","$6,232.55 ","$2,598.40 ","$6,232.55 ",20060825
487,DRG,OTHER MULTIPLE SIGNIFICANT TRAUMA,N,"$1,197.28 ","$3,469.27 ","$3,024.88 ","$3,469.27 ",20060825
488,DRG,HIV W EXTENSIVE O.R. PROCEDURE,S,"$2,322.20 ","$6,130.45 ","$4,266.70 ","$6,130.45 ",20060825
489,DRG,HIV W MAJOR RELATED CONDITION,N,"$2,265.49 ","$4,352.56 ","$3,983.98 ","$4,352.56 ",20060825
490,DRG,HIV W OR W/O OTHER RELATED CONDITION,N,"$1,853.96 ","$3,159.50 ","$3,218.62 ","$3,159.50 ",20060825
491,DRG,MAJOR JOINT & LIMB REATTACHMENT PROCEDURES OF UPPER EXTREMITY,S,"$1,144.11 ","$9,556.38 ","$2,305.35 ","$9,556.38 ",20060825
492,DRG,CHEMOTHERAPY W ACUTE LEUKEMIA OR W USE OF HI DOSE CHEMOAGENT,N,"$1,658.29 ","$5,445.90 ","$3,061.06 ","$5,445.90 ",20060825
493,DRG,LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W CC,S,"$1,090.02 ","$4,726.43 ","$2,060.22 ","$4,726.43 ",20060825
494,DRG,LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W/O CC,S,"$1,182.04 ","$6,923.63 ","$2,108.66 ","$6,923.63 ",20060825
495,DRG,LUNG TRANSPLANT,S,"$1,604.26 ","$16,141.55 ","$3,952.39 ","$16,141.55 ",20060825
496,DRG,COMBINED ANTERIOR/POSTERIOR SPINAL FUSION,S,"$1,373.31 ","$13,398.91 ","$3,042.06 ","$13,398.91 ",20060825
497,DRG,SPINAL FUSION EXCEPT CERVICAL W CC,S,"$1,210.69 ","$11,100.91 ","$2,686.00 ","$11,100.91 ",20060825
498,DRG,SPINAL FUSION EXCEPT CERVICAL W/O CC,S,"$1,127.08 ","$13,087.75 ","$2,429.54 ","$13,087.75 ",20060825
499,DRG,BACK & NECK PROCEDURES EXCEPT SPINAL FUSION W CC,S,"$1,225.36 ","$5,822.56 ","$2,563.42 ","$5,822.56 ",20060825
500,DRG,BACK & NECK PROCEDURES EXCEPT SPINAL FUSION W/O CC,S,"$1,182.96 ","$7,738.69 ","$2,599.28 ","$7,738.69 ",20060825
501,DRG,KNEE PROCEDURES W PDX OF INFECTION W CC,S,"$1,156.17 ","$3,971.64 ","$2,187.85 ","$3,971.64 ",20060825
502,DRG,KNEE PROCEDURES W PDX OF INFECTION W/O CC,S,"$1,039.00 ","$3,626.11 ","$1,859.26 ","$3,626.11 ",20060825
503,DRG,KNEE PROCEDURES W/O PDX OF INFECTION,S,"$1,254.61 ","$5,852.39 ","$2,264.34 ","$5,852.39 ",20060825
504,DRG,EXTEN. BURNS OR FULL THICKNESS BURN W/MV 96+HRS W/SKIN GFT,S,"$2,737.78 ","$12,218.76 ","$6,289.56 ","$12,218.76 ",20060825
505,DRG,EXTEN. BURNS OR FULL THICKNESS BURN W/MV 96+HRS W/O SKIN GFT,N,"$1,147.13 ","$5,811.36 ","$4,560.53 ","$5,811.36 ",20060825
506,DRG,FULL THICKNESS BURN W SKIN GRAFT OR INHAL INJ W CC OR SIG TRAUMA,S,"$1,696.59 ","$3,742.72 ","$3,761.44 ","$3,742.72 ",20060825
507,DRG,FULL THICKNESS BURN W SKIN GRFT OR INHAL INJ W/O CC OR SIG TRAUMA,S,"$1,082.57 ","$2,285.42 ","$3,216.77 ","$2,285.42 ",20060825
508,DRG,FULL THICKNESS BURN W/O SKIN GRFT OR INHAL INJ W CC OR SIG TRAUMA,N,"$1,320.78 ","$2,509.13 ","$4,153.49 ","$2,509.13 ",20060825
509,DRG,FULL THICKNESS BURN W/O SKIN GRFT OR INH INJ W/O CC OR SIG TRAUMA,N,"$1,015.38 ","$1,780.89 ","$3,657.35 ","$1,780.89 ",20060825
510,DRG,NON-EXTENSIVE BURNS W CC OR SIGNIFICANT TRAUMA,N,"$1,155.86 ","$2,377.52 ","$4,190.26 ","$2,377.52 ",20060825
511,DRG,NON-EXTENSIVE BURNS W/O CC OR SIGNIFICANT TRAUMA,N,"$1,176.95 ","$2,110.82 ","$4,271.76 ","$2,110.82 ",20060825
512,DRG,SIMULTANEOUS PANCREAS/KIDNEY TRANSPLANT,S,"$2,021.25 ","$20,907.41 ","$4,239.83 ","$20,907.41 ",20060825
513,DRG,PANCREAS TRANSPLANT,S,"$2,267.61 ","$21,258.78 ","$4,968.72 ","$21,258.78 ",20060825
515,DRG,CARDIAC DEFIBRILLATOR IMPLANT W/O CARDIAC CATH,S,"$1,416.29 ","$24,470.68 ","$2,387.40 ","$24,470.68 ",20060825
518,DRG,PERC CARDIO PROC W/O CORONARY ARTERY STENT OR AMI,S,"$1,723.91 ","$11,087.27 ","$2,605.30 ","$11,087.27 ",20060825
519,DRG,CERVICAL SPINAL FUSION W CC,S,"$1,161.49 ","$9,610.83 ","$2,620.79 ","$9,610.83 ",20060825
520,DRG,CERVICAL SPINAL FUSION W/O CC,S,"$1,084.42 ","$15,564.86 ","$2,470.48 ","$15,564.86 ",20060825
521,DRG,ALCOHOL/DRUG ABUSE OR DEPENDENCE W CC,N,"$1,266.85 ","$1,331.59 ","$2,479.25 ","$1,331.59 ",20060825
522,DRG,ALC/DRUG ABUSE OR DEPEND W REHABILITATION THERAPY W/O CC,N,"$1,104.97 ",$290.03 ,"$1,864.12 ",$290.03 ,20060825
523,DRG,ALC/DRUG ABUSE OR DEPEND W/O REHABILITATION THERAPY W/O CC,N,"$1,386.07 ",$516.18 ,"$2,050.27 ",$516.18 ,20060825
524,DRG,TRANSIENT ISCHEMIA,N,"$1,208.87 ","$2,947.82 ","$2,105.10 ","$2,947.82 ",20060825
525,DRG,OTHER HEART ASSIST SYSTEM IMPLANT,S,"$1,320.85 ","$10,327.75 ","$2,531.71 ","$10,327.75 ",20060825
528,DRG,INTRACRANIAL VASCULAR PROC W PDX HEMORRHAGE,S,"$1,553.52 ","$7,870.78 ","$3,616.45 ","$7,870.78 ",20060825
529,DRG,VENTRICULAR SHUNT PROCEDURES W CC,S,"$1,530.02 ","$5,233.47 ","$3,394.67 ","$5,233.47 ",20060825
530,DRG,VENTRICULAR SHUNT PROCEDURES W/O CC,S,"$1,503.60 ","$6,241.18 ","$3,186.20 ","$6,241.18 ",20060825
531,DRG,SPINAL PROCEDURES W CC,S,"$1,352.93 ","$5,578.34 ","$2,935.15 ","$5,578.34 ",20060825
532,DRG,SPINAL PROCEDURES W/O CC,S,"$1,308.65 ","$6,890.27 ","$2,782.23 ","$6,890.27 ",20060825
533,DRG,EXTRACRANIAL PROCEDURES W CC,S,"$1,217.80 ","$6,600.87 ","$2,334.18 ","$6,600.87 ",20060825
534,DRG,EXTRACRANIAL PROCEDURES W/O CC,S,"$1,153.83 ","$9,169.60 ","$2,325.45 ","$9,169.60 ",20060825
535,DRG,CARDIAC DEFIB IMPLANT W CARDIAC CATH W AMI/HF/SHOCK,S,"$1,656.55 ","$14,371.35 ","$2,800.98 ","$14,371.35 ",20060825
536,DRG,CARDIAC DEFIB IMPLANT W CARDIAC CATH W/O AMI/HF/SHOCK,S,"$1,514.06 ","$21,866.23 ","$2,454.37 ","$21,866.23 ",20060825
537,DRG,LOCAL EXCIS & REMOV OF INT FIX DEV EXCEPT HIP & FEMUR W CC,S,"$1,448.45 ","$4,793.34 ","$2,785.48 ","$4,793.34 ",20060825
538,DRG,LOCAL EXCIS & REMOV OF INT FIX DEV EXCEPT HIP & FEMUR W/O CC,S,"$1,304.13 ","$6,732.60 ","$2,953.77 ","$6,732.60 ",20060825
539,DRG,LYMPHOMA & LEUKEMIA W MAJOR OR PROCEDURE W CC,S,"$1,390.99 ","$5,156.12 ","$2,814.39 ","$5,156.12 ",20060825
540,DRG,LYMPHOMA & LEUKEMIA W MAJOR OR PROCEDURE W/O CC,S,"$1,300.54 ","$5,853.42 ","$2,608.69 ","$5,853.42 ",20060825
541,DRG,"ECMO OR TRACH W MV 96+HRS OR PDX EXC FACE, MOUTH & NECK W MAJ O.R.",S,"$1,193.86 ","$9,618.20 ","$3,124.55 ","$9,618.20 ",20060825
542,DRG,"TRACH W MV 96+HRS OR PDX EXC FACE, MOUTH & NECK W/O MAJ O.R.",S,"$2,372.39 ","$12,287.33 ","$3,875.16 ","$12,287.33 ",20060825
543,DRG,CRANIOTOMY W/IMPLANT OF CHEMO AGENT OR ACUTE COMPLX CNS PDX,S,"$1,706.62 ","$6,013.46 ","$3,570.98 ","$6,013.46 ",20060825
544,DRG,MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY,S,"$1,460.81 ","$4,874.62 ","$2,989.35 ","$4,874.62 ",20060825
545,DRG,REVISION OF HIP OR KNEE REPLACEMENT,S,"$1,517.25 ","$6,419.14 ","$2,994.70 ","$6,419.14 ",20060825
546,DRG,SPINAL FUSION EXC CERV WITH CURVATURE OF THE SPINE OR MALIG,S,"$1,777.65 ","$11,907.97 ","$3,346.46 ","$11,907.97 ",20060825
547,DRG,CORONARY BYPASS W CARDIAC CATH W MAJOR CV DX,S,"$1,999.67 ","$20,142.57 ","$4,026.79 ","$20,142.57 ",20060825
548,DRG,CORONARY BYPASS W CARDIAC CATH W/O MAJOR CV DX,S,"$1,935.47 ","$6,399.46 ","$3,978.93 ","$6,399.46 ",20060825
549,DRG,CORONARY BYPASS W/O CARDIAC CATH W MAJOR CV DX,S,"$1,777.65 ","$11,907.97 ","$3,346.46 ","$11,907.97 ",20060825
550,DRG,CORONARY BYPASS W/O CARDIAC CATH W/O MAJOR CV DX,S,"$1,520.65 ","$5,951.83 ","$3,026.91 ","$5,951.83 ",20060825
551,DRG,PERMANENT CARDIAC PACEMAKER IMPL W MAJ CV DX OR AICD LEAD OR GNRTR,S,"$1,505.57 ","$6,813.96 ","$3,051.77 ","$6,813.96 ",20060825
552,DRG,OTHER PERMANENT CARDIAC PACEMAKER IMPLANT W/O MAJOR CV DX,S,"$1,499.66 ","$4,975.95 ","$3,016.37 ","$4,975.95 ",20060825
553,DRG,OTHER VASCULAR PROCEDURES W CC W MAJOR CV DX,S,"$1,507.19 ","$6,923.45 ","$3,053.06 ","$6,923.45 ",20060825
554,DRG,OTHER VASCULAR PROCEDURES W CC W/O MAJOR CV DX,S,"$1,506.11 ","$5,040.88 ","$3,045.38 ","$5,040.88 ",20060825
555,DRG,PERCUTANEOUS CARDIOVASCULAR PROC W MAJOR CV DX,S,"$1,521.22 ","$6,511.38 ","$3,001.61 ","$6,511.38 ",20060825
556,DRG,PERCUTANEOUS CARDIOVASC PROC W NON-DRUG-ELUTING STENT W/O MAJ CV DX,S,"$1,498.69 ","$5,063.42 ","$3,096.58 ","$5,063.42 ",20060825
557,DRG,PERCUTANEOUS CARDIOVASCULAR PROC W DRUG-ELUTING STENT W MAJOR CV DX,S,"$1,467.86 ","$5,296.13 ","$2,895.26 ","$5,296.13 ",20060825
558,DRG,PERCUTANEOUS CARDIOVASCULAR PROC W DRUG-ELUTING STENT W/O MAJ CV DX,S,"$1,537.12 ","$6,185.31 ","$3,082.26 ","$6,185.31 ",20060825
559,DRG,ACUTE ISCHEMIC STROKE WITH USE OF THROMBOLYTIC AGENT,N,"$1,416.64 ","$5,238.53 ","$3,915.32 ","$5,238.53 ",20060825
999,SNF,SKILLED NURSING FACILITY PER DIEM,,$797.21 ,$0.00 ,$0.00 ,$0.00 ,20060825
,,,,,,,,
,,,,,,,,
,,,,,,,,
